entity_id,state,last_changed
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T05:30:52.934Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T05:31:07.935Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T05:34:53.675Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T05:35:14.851Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T05:42:10.554Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T05:42:25.555Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T05:43:51.389Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T05:44:06.390Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T05:46:00.900Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T05:46:15.902Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T05:54:53.875Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T05:55:08.877Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T06:23:25.654Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T06:23:40.655Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T06:23:54.765Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T06:24:14.386Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T06:39:29.006Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T06:39:55.730Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T08:26:44.142Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T08:26:59.143Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T08:36:20.121Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T08:36:47.663Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T09:58:20.352Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T09:58:35.353Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T09:59:47.832Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T10:00:05.924Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T10:00:08.525Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T10:00:23.528Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:12:32.320Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:12:47.322Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:15:58.053Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:16:26.154Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:27:42.757Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:28:07.321Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:30:28.398Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:30:43.400Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:33:03.984Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:33:25.886Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:33:35.715Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:33:50.716Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:38:58.195Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:39:16.611Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T11:41:53.433Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T11:42:17.045Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T12:45:03.568Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T12:45:32.394Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:06:45.131Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:07:00.132Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:07:11.208Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:07:26.210Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:08:52.683Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:09:07.685Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:18:45.302Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:19:11.837Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:19:22.878Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:19:37.880Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:19:54.619Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:20:09.619Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:25:18.758Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:25:47.737Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T15:33:26.579Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T15:33:41.581Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T16:44:14.825Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T16:45:11.723Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T16:46:12.253Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T16:46:27.254Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T16:48:08.113Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T16:48:23.115Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T17:02:25.752Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T17:03:06.512Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T18:08:45.143Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T18:09:00.144Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T19:46:51.070Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T19:47:18.482Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T19:48:51.134Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T19:49:12.322Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T19:50:20.831Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T19:50:39.849Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T19:53:40.762Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T19:53:59.577Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-07-31T19:55:34.245Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-07-31T19:55:55.751Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T00:30:46.817Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T00:31:06.159Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T04:23:14.928Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T04:23:29.931Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T04:24:29.261Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T04:24:44.263Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T04:26:23.296Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T04:26:50.145Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T04:32:07.890Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T04:32:27.268Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T04:32:40.868Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T04:32:55.870Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T05:00:42.233Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T05:01:13.947Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T05:07:47.109Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T05:08:02.111Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T05:08:12.486Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T05:08:27.487Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T05:45:24.775Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T05:45:39.776Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T05:56:30.505Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T05:56:45.508Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T06:04:19.855Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T06:04:40.638Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T06:05:41.625Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T06:06:01.174Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T06:28:09.174Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T06:28:24.174Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T06:28:27.612Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T06:28:47.955Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T06:58:40.965Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T06:58:55.967Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T07:10:57.159Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T07:11:12.161Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T08:33:18.254Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T08:33:41.650Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T08:34:54.713Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T08:35:25.135Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T08:35:26.998Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T08:35:48.745Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T08:36:20.021Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T08:36:35.023Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T08:40:51.747Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T08:41:10.683Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T10:42:51.510Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T10:43:06.512Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T10:44:24.716Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T10:44:39.719Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T11:16:42.549Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T11:17:07.387Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T11:30:31.060Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T11:30:46.062Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T11:49:51.832Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T11:50:20.494Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T12:54:31.641Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T12:54:46.642Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T14:13:55.729Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T14:14:10.732Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T14:16:48.834Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T14:17:03.836Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T14:17:46.030Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T14:18:01.033Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T14:21:13.071Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T14:21:28.073Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T16:02:55.639Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T16:03:10.640Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T16:04:41.139Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T16:04:56.141Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T17:06:32.018Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T17:06:47.020Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T17:06:55.273Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T17:07:10.275Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T17:07:42.961Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T17:07:57.963Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T17:23:16.544Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T17:23:35.551Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T17:57:04.526Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T17:57:19.528Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T18:05:19.187Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T18:05:34.189Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T18:06:23.114Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T18:06:47.192Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T20:08:11.125Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T20:08:26.127Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T21:28:31.116Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T21:28:46.118Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T21:34:59.070Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T21:35:14.071Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T21:39:49.001Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T21:40:04.003Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T22:22:47.497Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T22:23:02.498Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T22:23:55.524Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T22:24:10.527Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-01T23:05:05.098Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-01T23:05:20.099Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:02:27.519Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:02:42.521Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:05:35.690Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:05:50.692Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:09:54.076Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:10:09.077Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:10:22.188Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:10:37.190Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:11:34.647Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:11:49.647Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:12:13.762Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:12:28.764Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:16:57.115Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:17:12.117Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:42:17.805Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:42:32.808Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:43:09.772Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:43:24.774Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T06:45:06.433Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T06:45:21.433Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T09:46:53.713Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T09:47:08.715Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T09:47:20.551Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T09:47:35.553Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T09:52:48.536Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T09:53:03.538Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T09:56:22.280Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T09:56:37.282Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T10:15:17.374Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T10:15:32.375Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T10:15:38.149Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T10:15:53.151Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T11:42:36.887Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T11:42:51.890Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T11:58:25.530Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T11:58:53.148Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T12:02:06.518Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T12:02:21.520Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T12:03:41.192Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T12:04:00.209Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T14:47:29.940Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T14:47:49.799Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T14:48:20.714Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T14:48:35.716Z
binary_sensor.motion_sensor_living_room_vibration,on,2024-08-02T14:50:17.290Z
binary_sensor.motion_sensor_living_room_vibration,off,2024-08-02T14:50:32.292Z
